"Top values of all_text.keyword","Count of records"
"DEBATE EM SP - Boulos e Marçal

Boulos traz a narrativa comunista da ""justiça social"", e pede votos no domingo.

Marçal diz que possui chance de vencer no primeiro turno, e também pede votos para o número 28.
",2
"DEBATE EM SP - Exame toxicológico rs 😅.

Que burro, dá zero pra ele.

Esse momento renderá centenas de memes para debochar de Guilherme Boulos.
",2
"DEBATE EM SP - Fim do terceiro bloco.

Tática do Boulos:
- Provocar e desestabilizar Marçal.
Resultado:
Marçal dosou a paulada no psolista, mas mostrou que não fugirá de discussão.

Esquentou um pouco o debate mais maçante dos últimos anos.
",2
"DEBATE EM SP - Marçal diz que não haverá segundo turno em SP

E pergunta a Boulos:
- Quando o movimento invadir propriedade privada, você vai ficar do lado da GCM ou dos invasores?

O psolista diz se orgulhar das invasões.
",2
"DEBATE EM SP - Marçal para Boulos"".

""Boulos, o que você vai fazer para melhorar a economia de São Paulo, fazer a cidade brilhar em relação ao mundo?""

Boulos diz que irá gerar emprego perto da casa das pessoas, roubando uma ideia de Marçal.
",2
"DEBATE EM SP - Marçal repete: não haverá segundo turno em SP

E diz que Boulos conhece as biqueiras de São Paulo.
O invasor de casas afirma que Marçal não tem ética.
",2
"DEBATE: Datena cai na armadilha do Pablo Marçal e Boulos apanha até da T...
https://youtube.com/watch?v=qj_MDMyIhKY&si=cYENt91kovkqvTmy
",2
"DELTAN DALLAGNOL: Derrota de Boulos foi desmoralizante e o Brasil aponta para que lado caminha: https://bit.ly/3AdKBaA
",2
"DESESPERO: Boulos usa boné de Pablo Marçal em propaganda e topa fazer li...
https://youtube.com/watch?v=nxTxxO29I50&si=HqZoIAJVmZBbFRAv
",2
"De forma inesperada, presidente do TSE promete ""resposta rápida"" à notícia-crime de Boulos contra Tarcísio https://www.jornalbrasilonline.com.br/2024/10/de-forma-inesperada-presidente-do-tse.html
",2
"Debate Uol/Folha - Boulos assume uso de drogas e Tabata desapareceu! Vej...
https://youtube.com/watch?v=Uo_I08utgLw&si=mB74xngG1jwwb7Xf
",2
"Defesa de Pablo Marçal justifica divulgação de laudo falso contra Boulos.

https://vistapatria.com.br/defesa-de-pablo-marcal-justifica-divulgacao-de-laudo-falso-contra-boulos/
",2
"Dono de Clínica de receituário sobre Boulos já foi condenado por Falsificação https://www.poder360.com.br/poder-eleicoes/dono-de-clinica-de-receituario-sobre-boulos-ja-foi-condenado-por-falsificacao/
",2
"E como esperado tiraram o Marsal  rapidinho. Não haverá surpresas se colocarem o Boulos como novo prefeito. O povo não importa mais , eles colocam quem eles querem lá. O povo só faz o papel de palhaço.
",2
"ELEITORES DE LULALADRÃO E BOULOS, ROUBARAM UM CAMINHÃO DE BEBIDAS E TOMBOU, O POLICIAL TIROU OS DOIS COM MUITO CARINHO.

https://gettr.com/post/p3c3pqa67b2
",2
"Eleição em São Paulo: Nunes tem 55%; e Boulos, 33%, diz Datafolha | CNN Brasil
https://www.cnnbrasil.com.br/eleicoes/eleicao-em-sao-paulo-nunes-tem-55-e-boulos-33-diz-datafolha/
",2
"Eleições em São Paulo: Boulos e Nunes no Segundo Turno em um Clima de Tensão e Polarização.
",2
"Em completo desespero, Boulos entra em ""parafuso"" (veja o vídeo)
https://www.jornaldacidadeonline.com.br/noticias/63264/em-completo-desespero-boulos-entra-em-equotparafusoequot-veja-o-video
",2
"Em mais uma derrota, Guilherme Boulos perde votos na periferia e até onde mora
https://www.conexaopolitica.com.br/politica/em-mais-uma-derrota-guilherme-boulos-perde-votos-na-periferia-e-ate-onde-mora/
",2
"Empate o Cacete, PABLO MARÇAL está na frente para prefeito de SP, nunes e boulos disputam seg lugar
https://www.youtube.com/watch?v=5EE5YP8x_EY
",2
"Estou vendo em massa o pessoal que esbravejava com uma ESPADA NA MÃO E ESTUFANDO O PEITO dizendo que eram ""todos contra Boulos"", mas agora afirmando que querem que ele ganhe em São Paulo. 

Jair Bolsonaro mais uma vez tinha razão.
",2
"Ex-ministros do TSE não veem abuso de poder em fala de Tarcísio sobre Boulos e o PCC.
",2
"FAÇAM SUAS APOSTAS !!  
O que é mais provável acontecer essa semana:

1 - Marçal mostrar as provas contra o Boulos no debate na Globo, dia 3
2 - Daniel Silveira ser solto
3 - Twitter/X voltar? 

Comenta ai, quero ver 👍
",2
"Faltam 140 mil votos a serem apurados, se a maioria for para Pablo Marçal, ele deve ultrapassar BOULOS...
",2
"Galera de SP - Capital
Quem vai votar

Nunes -
Boulos -
Ou em ninguém - 🙋‍♂️
",2
"Gente pode ser coisa da esquerda, Nunes e boulos já sabe que estão fracassados, perderam. 

Não acredito neste vídeo, isso é coisa da esquerda, para Descredibilizar.
",2
"Geraldo Alckmin diz que votou em Boulos por “mudança”

https://pleno.news/brasil/politica-nacional/geraldo-alckmin-diz-que-votou-em-boulos-por-mudanca.html
",2
"Guilherme Boulos vai dormir na casa de eleitores até domingo.

https://vistapatria.com.br/guilherme-boulos-vai-dormir-na-casa-de-eleitores-ate-domingo/
",2
"Guilherme Boulos: Especial eleições SP 2024 - Veja o perfil completo do candidato.
",2
"HAHAHAHA! Pablo Marçal usa truque de paz no debate e faz o Boulos cair na cilada

https://youtu.be/vyQYQUikBPs
",2
"Janja e apoiadoras de Boulos divulgam vídeo contra Nunes na véspera do 2º turno.
",2
"Já sabemos o resultado, porém não foi Boulos que levou 3 pessoas para a própria cabine? E aí a lei não serve para todos?
",2
"LULA abandona Boulos na disputa para São Paulo.
",2
"Lula cancela participação em live de Boulos.

https://vistapatria.com.br/lula-cancela-participacao-em-live-de-boulos/
",2
"Lula e Boulos repetem baixa audiência em live
https://www.poder360.com.br/poder-eleicoes/lula-e-boulos-repetem-baixa-audiencia-em-live/
",2
"Lula “opina” sobre suposto laudo de Boulos postado por Marçal
https://pleno.news/brasil/eleicoes-2024/lula-opina-sobre-suposto-laudo-de-boulos-postado-por-marcal.html

Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1
",2
"MARÇAL impõe CONDIÇÕES para APOIAR NUNES que diz que NÃO QUER APOIO dele: BOULOS COMEMORA ISSO
@ ANCAPSU
",2
"Manifesto de artistas que pede ‘voto útil’ em Boulos é exemplo genuíno de autoritarismo, avalia Estadão.
",2
"Mario Sabino: Marçal e Boulos: a vigarice eleitoreira os une.
",2
"Mario Sabino: Surra em Boulos tem sabor duplamente amargo para Lula: é seu herdeiro.
",2
"Marta Suplicy curte publicação com críticas a Guilherme Boulos.
",2
"Marta Suplicy curte publicação de Tabata Amaral que critica voto útil em Boulos.
",2
"Marçal diz que ele e Boulos vão substituir polarização Bolsonaro-Lula.
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
https://www.metropoles.com/sao-paulo/marcal-diz-que-ele-e-boulos-vao-substituir-polarizacao-bolsonaro-lula
",2
"Marçal irrita Tabata e Boulos por ação com candidatos a vereador - Agora Notícias Brasil
https://agoranoticiasbrasil.com.br/2024/10/marcal-irrita-tabata-e-boulos-por-acao-com-candidatos-a-vereador/
",2
"Marçal vs Boulos: a ÚLTIMA Máscara + Filipe Martins ACERTA Cenário Atual + As Tias e Tios Têm RAZÃO..
",2
"Marçal é Boulos!
A máscara caiu 

https://www.youtube.com/live/JmY6PnSVoV4?si=lJvJwL5NcVcVRGHn
",2
"NA RETA FINAL, ALGO INUSITADO ACONTECE, E CLIMA FICA RUIM ENTRE BOULOS E MARTA 
https://www.jornaldacidadeonline.com.br/noticias/63178/na-reta-final-algo-inusitado-acontece-e-clima-fica-ruim-entre-boulos-e-marta 

Foi flagrante...
",2
"NUNES E BOULOS FAZEM PARTE DA PODRIDÃO DO SISTEMA COMUNISTA .

ENTÃO DIANTE DESSA NÍTIDA REALIDADE , É  IMPOSSIVEL PARA QUALQUER UM CONSEVADOR APOIAR ESSA PODRIDÃO.

ÚNICA ALTERNATIVA
PABLO MARÇAL 28 PARA SÃO PAULO VOLTAR RESPLANDERCER A SUA GRANDEZA.
",2
"NUNES ganha COM FOLGA, mas BOULOS pede TAPETÃO pro TSE por CONTA dos BILHETES do PCC pedindo VOTO
@ ANCAPSU
",2
"Na CNN, Coppolla analisa derrota da esquerda:“se Boulos quiser ocupar a prefeitura, só invadindo”😄🇧🇷.
",2
"Nem tem motivos pra demorar. É patética essa denúncia do Boulos, choro de perdedor.
",2
"Nunes (MDB) tem 11 pontos de vantagem sobre Boulos (Psol).
",2
"Nunes (MDB) tem 52,3% contra 39,2% de Boulos (Psol).
",2
"Nunes Marques assume relatoria de denúncia de Boulos contra Tarcísio e Nunes no TSE.

https://vistapatria.com.br/nunes-marques-assume-relatoria-de-denuncia-de-boulos-contra-tarcisio-e-nunes-no-tse/
",2
"Nunes e Boulos encerram série de debates com poucas ideias a apresentar.
",2
"Nunes rebate Boulos e diz que psolista comete crime eleitoral 
 
https://www.portalcidade.news/nunes-rebate-boulos-e-diz-que-psolista-comete-crime-eleitoral/
",2
"Nunes tem 51% das intenções de votos e Boulos conta com 33%, segundo Datafolha.
",2
"Nunes vence Boulos com folga e é reeleito prefeito de São Paulo.

https://vistapatria.com.br/nunes-vence-boulos-com-folga-e-e-reeleito-prefeito-de-sao-paulo/
",2
"Nunes vence na zona sul de SP, e Boulos leva extremos da cidade
https://noticias.uol.com.br/eleicoes/2024/apuracao/1turno/sp/#prefeitos-por-zona-eleitoral
",2
"O Brasil todo tem que empedir que esse vagabundo e psicopata,  Boulos, coloque as mãos na maior prefeitura do pais, SP.
",2
"O ENGANADOR 

O CARA AINDA QUER SER PRESIDENTE EM 2026
O CARA AINDA DEFENDE O BOULOS NO SEGUNDO TURNO 

https://gettr.com/post/p3c33oj5a65
",2
"O aniversário de Lula foi um fracasso de público e o Boulos caiu no choro após a derrota

https://youtu.be/VjmiDijGBrQ
",2
"O boulos nazista estava  em último lugar , agora estão em segundo igual a eleições de 2022.
Acorda povo brasileiro.  Un@s não confiável.
",2
"Oposição a Ricardo Nunes, PSB orienta voto em Guilherme Boulos a filiados.
",2
"Os sintomas mais comuns de quem está com o colesterol alto
https://revistaoeste.com/no-ponto/guilherme-boulos-aciona-tse-contra-nunes-e-tarcisio/
",2
"PESQUISA MOSTRA A REJEIÇÃO DE BOULOS
https://www.youtube.com/live/kMZce9H1Go0?si=h1Su9s1BzPs8jCL8
",2
"PESSOAL ENTENDA UMA COISA.
PABLO MARÇAL AFIRMOU DESDE O INICIO , QUE  ENTROU NESSA GUERRA COM A PRIORIDADE NUMERO UM
QUE É BARRAR UMA GRANDE DESGRAÇA DO SISTEMA CHAMADA 
""GUILHERME BOULOS""
",2
"PODE RIR! Boulos anda abalado nas ruas e leva esfregada do povo graças ao Pablo Marçal

https://youtu.be/-e_5iwSmtis
",2
"PODEM ME COBRAR:

NUNES ESTÁ REELEITO.
VAI DISPUTAR SEGUNDO TURNO COM BOULOS E NÃO COM O FARSANTE DO MARÇAL.
",2
"POR QUE MARÇAL FEZ ISSO? ENTENDA TUDO SOBRE O CASO 'LAUDO DO BOULOS'

https://youtu.be/x5JsB2yzbck
",2
"Paraná Pesquisas diz que Nunes lidera disputa contra Boulos em SP; confira os números
https://www.conexaopolitica.com.br/politica/parana-pesquisas-aponta-vantagem-nunes-sobre-boulos-segundo-turno-sao-paulo/
",2
"Penúltima Datafolha: Boulos tem 26%; Nunes e Marçal, 24%

https://pleno.news/brasil/eleicoes-2024/penultima-datafolha-boulos-tem-26-nunes-e-marcal-24.html
",2
"Pesquisa Atlas em SP: Boulos tem 29,4%, Marçal, 25,4%, e Nunes, 22,9%
https://noticias.uol.com.br/eleicoes/2024/09/30/pesquisa-atlas-prefeitura-de-sao-paulo.htm
",2
"Pesquisa Eleitoral SP: Nunes mantém vantagem sobre Boulos mesmo após apagão.

https://vistapatria.com.br/pesquisa-eleitoral-sp-nunes-mantem-vantagem-sobre-boulos-mesmo-apos-apagao/
",2
"Pesquisa mostra que laudo divulgado contra Boulos afastou Pablo Marçal do 2º turno.
",2
"Polícia vai fazer perícia em suposto laudo apresentado por Marçal contra Boulos
https://www.conexaopolitica.com.br/ultimas/policia-sp-pericia-laudo-falso-marcal-boulos/
",2
"Por que Marçal está fazendo live com Boulos? 🤔
",2
"Pressionado, Boulos enxerga PT como salvação e sonha com Ministério https://www.jornalbrasilonline.com.br/2024/10/pressionado-boulos-enxerga-pt-como.html
",2
"Previsão direto da bola direita do pai Rodolpho:

Boulos 29%

Nunes 28%

Marçal 27%
",2
"Primeira revelação da notícia-crime contra Tarcísio faz Boulos 'desmoronar' https://www.jornalbrasilonline.com.br/2024/10/primeira-revelacao-da-noticia-crime.html
",2
"Queda de Lula pode atrapalhar reta final da campanha de Boulos.

https://vistapatria.com.br/queda-de-lula-pode-atrapalhar-reta-final-da-campanha-de-boulos/
",2
"Quem se saiu melhor no último debate?

1. Boulos
2. Datena
3. Marçal
4. Nunes
5. Tabata
",2
"Real Time Big Data em São Paulo: Marçal, Boulos e Nunes seguem empatados na margem de erro.
",2
"Real Time Big Data: Nunes, Boulos e Marçal mantêm empate técnico em SP.

https://vistapatria.com.br/real-time-big-data-nunes-boulos-e-marcal-mantem-empate-tecnico-em-sp/
",2
"Rejeição a Boulos (Psol) avança e chega a quase 50%.
",2
"Resumo da semana 
Eleições 
Marçal & Boulos
Lula e  Brics
Esquema de sentenças vendidas no STJ
E muito mais!

Começa as 20h, vem!
https://www.youtube.com/live/TIgYpjYaeH8?si=1KGYix16_RfoaCf8
",2
"Ricardo Nunes (MDB) e Boulos (PSOL) vão ao 2º turno na disputa em São Paulo.

https://vistapatria.com.br/ricardo-nunes-mdb-e-boulos-psol-vao-ao-2o-turno-na-disputa-em-sao-paulo/
",2
"Ricardo Nunes aparece com 60% no segundo turno,, mas votos q Marçal e Boulos juntos!
",2
"Sabatina de Pablo Marçal em Boulos causa alvoroço pegando todos de surpresa

https://youtu.be/IRiDQGxvUxM
",2
"Se você fizer um comentário (qualquer comentário) envolvendo Marçal e Boulos, os ditos influenciadores ""de direita"" do Brasil irão defender Boulos e atacar Marçal.

Isso é nada menos que inacreditável, catatônico.
",2
"Sem Pablo Marçal no debate da Band o Boulos e o Nunes chegaram a trocar abraços

https://youtu.be/XBm0x9Jp1lY
",2
"Surra em Boulos tem sabor duplamente amargo para Lula: é seu herdeiro.
",2
"TRE ordena que Boulos remova vídeos com ataques contra Nunes.

https://vistapatria.com.br/tre-ordena-que-boulos-remova-videos-com-ataques-contra-nunes/
",2
"Tarcísio de Freitas diz que PCC orientou voto em Boulos

https://pleno.news/brasil/politica-nacional/tarcisio-de-freitas-diz-que-pcc-orientou-voto-em-boulos.html
",2
"Tarcísio teria admitido erro em fala ligando Boulos ao PCC.
",2
"URGENTE: APURAÇÃO COMEÇA E NUNES E MARÇAL JÁ COMEÇAM A DEIXAR BOULOS PARA TRÁS 
https://www.jornaldacidadeonline.com.br/noticias/63326/urgente-apuracao-comeca-e-nunes-e-marcal-ja-comecam-a-deixar-boulos-para-tras 
Boulos fora do 2º turno?
",2
"VIRA-LATA CARAMELO SIM .
BOULOS NÃO .
",2
"Vamos votar, sim
já chega a ""abstenção"" criativa do algoritmo do Xandão, 
o Nunes é um babaca, mas o Boulos é muito pior.
",2
"Vcs acham que Boulos não fez campanha, soube de uma fonte que Sim ele fez e o MOLUSCO com a CORJA PTISTA ESTAVAM LÁ 😱, sim estavam lá, semana passada na av Paulista a Noite!
",2
"Voto em Boulos ‘custou’ duas vezes mais que o voto em Nunes; entenda.
",2
"https://agoranoticiasbrasil.com.br/2024/09/primeiro-debate-apos-agressao-troca-de-acusacoes-pedido-de-perdao-de-marcal-e-alvos-em-nunes-e-boulos/
",2
"https://agoranoticiasbrasil.com.br/2024/09/tabata-questiona-boulos-voce-era-a-favor-da-legalizacao-das-drogas-agora-e-contra/
",2
"https://agoranoticiasbrasil.com.br/2024/10/apos-derrota-boulos-ve-pressao-para-ir-ao-pt-e-desejo-por-ministerio/
",2
"https://agoranoticiasbrasil.com.br/2024/10/boulos-tenta-impedir-divulgacao-de-pesquisa-datafolha-tre-nega/
",2
"https://agoranoticiasbrasil.com.br/2024/10/datafolha-boulos-e-rejeitado-por-92-dos-eleitores-de-pablo-marcal/
",2
"https://agoranoticiasbrasil.com.br/2024/10/em-sp-nunes-tem-523-e-boulos-392-aponta-parana-pesquisas/
",2
"https://agoranoticiasbrasil.com.br/2024/10/marcal-irrita-tabata-e-boulos-por-acao-com-candidatos-a-vereador/
",2
"https://agoranoticiasbrasil.com.br/2024/10/nikolas-fala-sobre-o-suposto-laudo-de-boulos-postado-por-marcal/
",2
"https://agoranoticiasbrasil.com.br/2024/10/nunes-a-boulos-voce-nao-sabe-muito-bem-o-que-e-trabalhar/
",2
"https://agoranoticiasbrasil.com.br/2024/10/parana-pesquisas-pablo-marcal-reage-e-empata-tecnicamente-com-ricardo-nunes-e-guilherme-boulos/
",2
"https://agoranoticiasbrasil.com.br/2024/10/pesquisa-real-time-big-data-nunes-tem-51-e-boulos-40-no-2o-turno-em-sp/
",2
"https://agoranoticiasbrasil.com.br/2024/10/revelacao-de-nunes-sobre-calote-de-boulos-e-confirmada-veja-o-video/
",2
"https://bsbrevista.com.br/2024/10/05/pericia-conclui-que-e-falsa-assinatura-em-laudo-que-pablo-marcal-apresentou-contra-boulos/

BSB REVISTA
Perícia conclui que é falsa assinatura em laudo que Pablo Marçal apresentou contra Boulos - BSB REVISTA
",2
"https://diariodobrasilnoticias.com.br/noticia/emocionante-nunes-marcal-e-boulos-praticamente-empatados-6702fc21d9b7e
",2
"https://g1.globo.com/sp/sao-paulo/eleicoes/2024/noticia/2024/10/05/filha-de-medico-diz-que-documento-usado-por-marcal-contra-boulos-e-falso-e-mostra-tatuagem-com-verdadeira-assinatura-do-pai.ghtml
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/04/pablo-marcal-divulga-suposto-laudo-de-uso-de-cocaina-boulos-nega-e-pedira-prisao-do-influenciador/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/05/pf-abre-inquerito-para-investigar-suposto-laudo-de-pablo-marcal-contra-guilherme-boulos/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/06/boulos-quebra-regras-da-lei-eleitoral-ao-levar-familia-a-cabine-de-votacao/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/08/boulos-afirma-que-quer-dialogar-com-eleitores-de-pablo-marcal/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/10/nunes-ou-boulos-eleicoes-em-sao-paulo-veja-os-numeros-da-ultima-pesquisa-datafolha/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/12/datena-declara-apoio-a-boulos-no-segundo-turno-da-prefeitura-de-sao-paulo/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/16/nunes-ou-boulos-parana-pesquisas-divulga-novo-levantamento-sobre-eleicoes-em-sao-paulo/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/27/alckmin-confirma-voto-em-boulos-votei-pela-mudanca-como-70-dos-paulistanos/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/27/boulos-aciona-justica-eleitoral-contra-tarcisio-e-nunes-por-acusacoes-do-pcc/
",2
"https://gazetabrasil.com.br/brasil/sao-paulo-brasil/2024/10/27/veja-os-bilhetes-atribuidos-ao-pcc-que-supostamente-orientam-a-votacao-em-boulos/
",2
"https://gazetabrasil.com.br/destaques/2024/10/07/gleisi-hoffmann-boulos-tem-condicoes-de-conquistar-votos-de-marcal-no-segundo-turno/
",2
"https://gazetabrasil.com.br/politica/2024/10/05/ao-lado-de-boulos-lula-compara-marcal-a-bolsonaro/
",2
"https://gazetabrasil.com.br/ultimas-noticias/2024/10/27/boulos-vota-em-sao-paulo-ao-lado-de-marta-suplicy-e-ministros-nao-depositem-medo-na-urna/
",2
"https://gazetabrasil.com.br/ultimas-noticias/2024/10/27/tarcisio-afirma-que-policia-interceptou-mensagens-de-faccao-criminal-orientando-voto-em-boulos-candidato-do-psol-responde/
",2
"https://horabrasilia.com.br/2024/10/boulos-foi-o-mais-votado-entre-os-presos-de-sao-paulo-no-primeiro-turno-das-eleicoes-de-2024/
",2
"https://horabrasilia.com.br/2024/10/urgente-boulos-aciona-tse-e-pede-inelegibilidade-de-tarcisio-e-nunes-por-suposto-abuso-de-poder/
",2
"https://oglobo.globo.com/politica/eleicoes-2024/noticia/2024/10/05/secretaria-diz-que-medico-nunca-trabalhou-em-clinica-citada-por-marcal-contra-boulos-aquela-assinatura-nao-e-dele-compare.ghtml
",2
"https://pleno.news/brasil/eleicoes-2024/com-ampla-vantagem-boulos-foi-o-mais-votado-em-prisoes.html
",2
"https://terrabrasilnoticias.com/2024/10/instagram-removeu-suposto-laudo-contra-boulos/

@selvabrasiloficiall🇧🇷
",2
"https://www.clmbrasil.com.br/nunes-e-boulos-vao-para-o-2-turno-em-disputa-historica-com-marcal-em-sp-paes-vence-ramagem-no-rio-e-joao-reeleito-em-recife-confira-como-foi-apuracao-nas-capitais/
",2
"https://www.clmbrasil.com.br/pesquisa-mostra-empate-triplo-em-sao-paulo-boulos-nunes-marcal-veja-numeros/
",2
"https://www.contrafatos.com.br/boulos-se-afasta-da-camara-por-uma-semana-apos-derrota-nas-eleicoes/
",2
"https://www.cotiaecia.com.br/2024/10/boulos-psol-foi-o-candidato-mais-votado.html?m=1
",2
"https://www.em.com.br/politica/2024/10/6964873-boulos-e-nunes-se-abracam-e-caem-na-risada-durante-debate.html

Os caras se divertindo e vc brigando.
",2
"https://www.jornaldacidadeonline.com.br/noticias/63700/acorda-sp-lula-ainda-bem-que-a-natureza-criou-esse-monstro-do-coronavirus-psol-do-boulos-santo-apagao-nova-tempestade-seria-bem-vinda

Nunca é pelo povo! 🤮🤮🤮🤮

#BoulosNunca .... 🤑🤑🤑
",2
"https://www.metropoles.com/sao-paulo/rejeitado-marcal-nega-apoio-a-nunes-e-preve-boulos-prefeito

😎😎😎😎😎😎😎😎😎😎😎😎😎
",2
"https://www.youtube.com/watch?v=YZx7otQ3OnA
Kassab culpa Bolsonaro pelo apagão em São Paulo para favorecer a eleição de Boulos. Entenda. - YouTube
",2
"https://www1.folha.uol.com.br/poder/2024/10/nunes-derrota-boulos-e-e-reeleito-prefeito-de-sp-projeta-datafolha.shtml
",2
"marçaletes afirmando que ser contra o farçal é defender o boulos 😂😂😂
o fato é que farçal cometeu crime eleitoral postando laudo falso! 
boulos é um 💩.
farçal é 2x 💩.
",2
"metade da população de sp são viados (bairros nobres) e a outra metade são travestis (periferia), a unica fraude e o boulos nao ter ganho no primeiro turno
",2
" 

BRASIL
Agora, Lula depende de Boulos para escapar de vexame eleitoral completo
https://www.drykarretada.com.br/noticias/brasil/1507283
",2
"Último debate lastimável da Globo entre Nunes e Boulos e o dedinho do Pablo Marçal

https://youtu.be/EXUsXHI6WQg
",2
"—Boulos se aproximando de Nunes, uma possibilidade dele assumir a liderança da apuração.
",2
"—Guilherme Boulos vai se aproximando de Marçal.
",2
"“PT errou ao apoiar Boulos em São Paulo”, diz vice-presidente da sigla.
",2
"“Vote contra o crime”, declara Datena ao apoiar Boulos.
",2
"⚡️Boulos incorpora propostas de Tabata Amaral no plano de governo após receber apoio.

🗽Siga o @jornalogritodaliberdade no Telegram!
",2
"❗️ Tabata Amaral (PSB) declara voto em Guilherme Boulos (PSOL) no segundo turno das eleições municipais em São Paulo.

Com 99,06% das urnas apuradas, no entanto, o segundo turno ainda não foi oficialmente definido.
",2
"🇧🇷 SÃO PAULO: 0,01% das urnas apuradas

🔴 Ricardo Nunes (MDB): 67,88% (224 votos)
🔴 Guilherme Boulos (PSOL): 32,12% (106 votos)
",2
"🇧🇷 — 70% das urnas apuradas em São Paulo: 

29% - Ricardo Nunes 

28% - Guilherme Boulos 

28% - Pablo Marçal 

9% - Tábata Amaral 

#CegNewsOficial
",2
"🇧🇷🚨😵‍💫

URGENTE - PT pede prisão de Tarcísio após acusação de apoio do PCC a Boulos

..
",2
"🌩

🇧🇷🗳

Boulos quer buscar eleitores de Marçal insatisfeitos com Nunes

https://pleno.news/brasil/eleicoes-2024/boulos-quer-buscar-eleitores-de-marcal-insatisfeitos-com-nunes.html
",2
"👆👆👆👆Marçal entrega prova contra Boulos hoje nas redes
",2
"🚨BOMBA: Marçal Quer Boulos! Vingança Contra os Paulistas!
https://youtube.com/watch?v=kEILaAQ_Ljk&si=YZF5JB9HdwXV7fSD
",2
"🚨Brasil 247 CELEBRA apoio de Marçal ao voto nulo e o tratamento que ele deu ao Boulos.

Parabéns a quem apoiou o Farçal, vocês pedem pra serem feitos de trouxa.

https://x.com/kimpaim/status/1850100584701198450?s=46&t=-pajUF2xB7Q1LWJeGCOXWw
",2
"
#GiroVEJA | Marçal rejeita apoio a Nunes e prevê vitória de Boulos em São Paulo

Assista no VEJA+: https://veja-mais.fanhero.tv/c/veja/post/giro-veja-09-10-2024",1
"
*E ele tinha mesmo a prova!* Boulos se ferrou https://t.me/B70milhoes",1
"
-Boulos vai ganhar
-Meus votos não vai pro Nunes
-Você tem uma opinião sobre isso?

🤡 — Não entendo nada de política)))

🧠 @canalforadamatrix 📶
😏Clique aqui para IMPULSIONAR o Canal🤔",1
"
.
Blogueiras da Globo choram a derrota de Boulos e culpam Tarcísio por revelar bilhetes do P C C

https://youtu.be/B4Iwk59KbWk?si=avNXGwuQkLOJecHe

🕊 @selvaeaco 🕊 
🇧🇷B🇷🇺R🇮🇳I🇨🇳C🇿🇦S's
.",1
"
.
HAHAHAA: 
Boulos é humilhado até por Nunes e a plateia do debate cai na risada!

https://youtu.be/0QgkKppxrnE?si=vIUxRQKjZFFXQbi7

🕊 @selvaeaco 🕊 
🇧🇷B🇷🇺R🇮🇳I🇨🇳C🇿🇦S's
.",1
"
.
O MISERÁVI É UM GÊNIO: 
Pablo Marçal convence eleitores do Boulos e deixa Lula desesperado!

https://youtu.be/16oTNG9_SFM?si=0e8i-kVy9xAs5E2M

🕊 @selvaeaco 🕊 
🇧🇷B🇷🇺R🇮🇳I🇨🇳C🇿🇦S's
.",1
"
...

LAUDO MÉDICO COMPROVANDO QUE GUILHERME BOULOS É VICIADO EM COCAÍNA!


ﮩﮩ٨ـ💀♡ﮩ٨ـﮩﮩ٨ﮩﮩ

🇧🇷 https://t.me/dogonseefs",1
"
2 turno vai ficando para NUNES e BOULOS em São Paulo.

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
5 vídeos que Boulos não quer divulgação


Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",1
"
@flaviobolsonaro Boulos e a extrema esquerda estão desesperados. Eles sabem que o bem vai prevalecer em São Paulo e que mesmo torrando rios de dinheiro, não conseguirão vencer Nunes

https://t.me/freedomnewsforyou 🇧🇷",1
"
@flaviobolsonaro Lula está no modo desespero. Entendeu o tamanho da porrada que Nunes tem dado no Boulos e agora está apelando para todo mentira. Mas nesse papo, ninguém cai mais. A esquerda vai ser enterrada.

https://t.me/freedomnewsforyou 🇧🇷",1
"
A Crise no PT_ Boulos, Gleice e o Zé

Assista na Integra aqui: 
 
https://www.youtube.com/watch?v=sFsSG_c36L8&t=2s 
 
Siga nossos canais: 
T.ME/JCONSERVADOR  
FACEBOOK.COM/OJCONSERVADOR  
YOUTUBE.COM/OJCONSERVADOR  
INSTAGRAM.COM/OJCONSERVADOR",1
"
A VERDADE SOBRE BOULOS. 

Nunca foi pobre. Boulos é uma criação da esquerda da USP em conluio com o Foro de São Paulo.",1
"
A certeza já tenho que Nunes não presta, Datena não presta, Tabata não presta e Boulos pior ainda. Pablo Marçal é dúvida? É! Porém não vejo como uma aposta negativa. E se errar só ganhou uma vez.",1
